CÓDIGO MRV;Código Krona;Código Tigre;Código Amanco;Descrição Curta;Descrição Longa;UMP;Embalagem Padrão;PR;SC;RS;MT;MS;GO;DF
1101387;28;10120608;10462;"TUBO PVC RIG PRED;AG FR;SOLD;60MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:60MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;107,75;107,75;107,75;107,75;107,75;111,069;111,069
1101388;29;10120756;10003;"TUBO PVC RIG PRED;AG FR;SOLD;75MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;170,076;170,076;170,076;170,076;170,076;168,343;168,343
1101389;30;10120853;10004;"TUBO PVC RIG PRED;AG FR;SOLD;85MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;242,267;242,267;242,267;242,267;242,267;237,902;237,902
1101390;31;10121035;10005;"TUBO PVC RIG PRED;AG FR;110MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;474,181;474,181;474,181;474,181;474,181;387,983;387,983
1101392;474;22220250;11874;"UNIAO PVC RIG PRED;AG FR;SOLD;25MM";"UNIAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;TIPO CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25MM;DADOS EXTRAS:EQUIVALENCIA MERCADO:3/4POL;COR: MARROM;CONFORME NORMA: NBR 5648;NORMA:NBR 5648";UN;;6,005;6,005;6,005;6,005;6,005;5,454;5,454
1101395;478;22220500;11877;"UNIAO PVC RIG PRED;AG FR;SOLD;50MM";"UNIAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;TIPO CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;17,961;17,961;17,961;17,961;17,961;17,216;17,216
1101396;479;22220608;11878;"UNIAO PVC RIG PRED;AG FR;SOLD;60MM";"UNIAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;TIPO CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:60MM;DADOS EXTRAS:COR: MARROM;CONFORME NORMA: NBR 5648;NORMA:NBR 5648";UN;;60,439;60,439;60,439;60,439;60,439;56,363;56,363
1101397;480;;;"UNIAO PVC RIG PRED;AG FR;SOLD;75MM";"UNIAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;TIPO CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:COR: MARROM;CONFORME NORMA: NBR 5648;NORMA:NBR 5648";UN;;71,577;71,577;71,577;71,577;71,577;71,577;71,577
1101398;481;;;"UNIAO PVC RIG PRED;AG FR;SOLD;85MM";"UNIAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;TIPO CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;107,461;107,461;107,461;107,461;107,461;107,461;107,461
1101399;200;20002409;11474;"ADAPTADOR PVC RIG PRED;CX AGUA;1/2BSP";"ADAPTADOR PVC RIGIDO PREDIAL;APLICACAO:CAIXA AGUA;DIAMETRO/ROSCA:1/2BSP;DADOS EXTRAS:ROSCAVEL;C/ANEL;NBR 5648;TIPO CONEXAO:ROSCAVEL";UN;;6,919;6,919;6,919;6,919;6,919;6,922;6,922
1101400;201;20002425;11477;"ADAPTADOR PVC RIG PRED;CX AGUA;3/4BSP";"ADAPTADOR PVC RIGIDO PREDIAL;APLICACAO:CAIXA AGUA;DIAMETRO/ROSCA:3/4BSP;DADOS EXTRAS:ROSCAVEL;C/ANEL;NBR 5648;IPO CONEXAO:ROSCAVEL";UN;;6,886;6,886;6,886;6,886;6,886;6,879;6,879
1101401;202;20002441;11475;"ADAPTADOR PVC RIG PRED;CX AGUA;1BSP";"ADAPTADOR PVC RIGIDO PREDIAL;APLICACAO:CAIXA AGUA;DIAMETRO/ROSCA:1BSP;DADOS EXTRAS:ROSCAVEL;C/ANEL;NBR 5648";UN;;18,581;18,581;18,581;18,581;18,581;18,581;18,581
1101402;203;20002468;98895;"ADAPTADOR PVC RIG PRED;CX AGUA;1 1/4BSP";"ADAPTADOR PVC RIGIDO PREDIAL;APLICACAO:CAIXA AGUA;DIAMETRO/ROSCA:1 1/4BSP;DADOS EXTRAS:ROSCAVEL;C/ANEL;NBR 5648;TIPO CONEXAO:ROSCAVEL";UN;;23,709;23,709;23,709;23,709;23,709;23,709;23,709
1101403;204;20002484;11473;"ADAPTADOR PVC RIG PRED;CX AGUA;1 1/2BSP";"ADAPTADOR PVC RIGIDO PREDIAL;APLICACAO:CAIXA AGUA;DIAMETRO/ROSCA:1 1/2BSP;DADOS EXTRAS:TIPO CONEXAO:ROSCAVEL;C/ANEL;NBR 5648";UN;;19,992;19,992;19,992;19,992;19,992;19,992;19,992
1101404;208;20022507;11529;"BUCHA RED PVC;BR;ROSC;3/4X1/2BSP";"BUCHA REDUCAO PVC;COR:BRANCA;TIPO CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:3/4X1/2BSP;DADOS EXTRAS:NORMA:NBR 5648";UN;;0,584;0,584;0,584;0,584;0,584;0,607;0,607
1101406;210;20022540;11526;"BUCHA RED PVC;BR;ROSC;1X3/4BSP";"BUCHA REDUCAO PVC;COR:BRANCA;TIPO CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1X3/4BSP;DADOS EXTRAS:NORMA:NBR 5648";UN;;2,109;2,109;2,109;2,109;2,109;2,11;2,11
1101417;220;20031859;11566;"CAP PVC RIG PRED;AG FR;ROSC;1/2BSP";"CAP PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1/2BSP;DADOS EXTRAS:COR:BRANCO;NORMA:NBR 5648";UN;;1,016;1,016;1,016;1,016;1,016;0,974;0,974
1101418;222;20031883;11567;"CAP PVC RIG PRED;AG FR;ROSC;3/4BSP";"CAP PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:3/4BSP;DADOS EXTRAS:COR:BRANCO.;NORMA:NBR 5648";UN;;2,539;2,539;2,539;2,539;2,539;2,539;2,539
1101436;;20081856;11622;"FLANGE PVC RIG PRED;SEXT;S/FUROS;1/2BSP";"FLANGE PVC RIGIDO PREDIAL;CONSTRUCAO APERTO:SEXTAVADO;FURACAO:S/FUROS;APLICACAO:AGUA FRIA;DIAMETRO/ROSCA:1/2BSP;CONEXAO:ROSCAVEL;DADOS EXTRAS:NORMA:NBR 5648";UN;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
1101460;271;20121890;11736;"LUVA PVC RIG PRED;AG FR;ROSC;3/4BSP";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:3/4BSP;DADOS EXTRAS:COR:BRANCO;NBR 5648";UN;;1,325;1,325;1,325;1,325;1,325;1,325;1,325
1101461;272;20121904;11731;"LUVA PVC RIG PRED;AG FR;ROSC;1BSP";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1BSP;DADOS EXTRAS:COR:BRANCO;NORMA:ABNT NBR 5648;CLASSE:7,5KGF/CM2;EXTREMIDADE ROSCA:BSP ISO 7-1 PADRAO";UN;;3,022;3,022;3,022;3,022;3,022;2,647;2,647
1101469;287;20151854;11758;"NIPLE PVC RIG PRED;AG FR;1/2BSP";"NIPLE PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;DIAMETRO/ROSCA:1/2BSP;DADOS  EXTRAS:COR:BRANCO;NORMA:NBR 5648";UN;;0,497;0,497;0,497;0,497;0,497;0,497;0,497
1101475;293;20161850;11763;"PLUGUE PVC RIG PRED;AG FR;ROSC;1/2BSP";"PLUGUE PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1/2BSP;DADOS EXTRAS:NORMA:NBR 5648";UN;;0,381;0,381;0,381;0,381;0,381;0,398;0,398
1101476;294;20161884;11764;"PLUGUE PVC RIG PRED;AG FR;ROSC;3/4BSP";"PLUGUE PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:3/4BSP;DADOS EXTRAS:NORMA:NBR 5648;COR:BRANCO";UN;;0,572;0,572;0,572;0,572;0,572;0,596;0,596
1101477;295;20161906;11761;"PLUGUE PVC RIG PRED;AG FR;ROSC;1BSP";"PLUGUE PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1BSP;DADOS EXTRAS:COR:BRANCO;NORMA:NBR 5648";UN;;1,706;1,706;1,706;1,706;1,706;1,63;1,63
1101479;296;20161949;11762;"PLUGUE PVC RIG PRED;AG FR;ROSC;1 1/2BSP";"PLUGUE PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1 1/2BSP;DADOS EXTRAS:NORMA:NBR 5648";UN;;6,903;6,903;6,903;6,903;6,903;4,357;4,357
1101482;301;20191856;11831;"TE PVC RIG PRED;90GR;AG FR;ROSC;1/2BSP";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1/2BSP;DADOS EXTRAS:NORMA:NBR 5648";UN;;8,657;8,657;8,657;8,657;8,657;8,301;8,301
1101506;655;26357462;11782;"LUVA RED PVC RIG PRED;ESG;100X50MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA BOLSA/JUNTA ELASTICA;DIAMETRO/ROSCA:100X50MM;FLANGE:S/ FLANGE;DADOS EXTRAS:EXCENTRICA;(SERIE NORMAL);NBR 7362/5688";UN;;3,586;3,586;3,586;3,586;3,586;3,902;3,902
1101507;656;26357470;11783;"LUVA RED PVC RIG PRED;ESG;100X75MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA BOLSA/JUNTA ELASTICA;DIAMETRO/ROSCA:100X75MM;FLANGE:S/ FLANGE;DADOS EXTRAS:EXCENTRICA;(SERIE NORMAL);NORMA:NBR 7362/5688";UN;;6,63;6,63;6,63;6,63;6,63;6,369;6,369
1101508;657;29587647;10050;"LUVA RED PVC RIG PRED;ESG;150X100MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA BOLSA/JUNTA ELASTICA;DIAMETRO/ROSCA:150X100MM;FLANGE:S/ FLANGE;DADOS EXTRAS:EXCENTRICA;(SERIE NORMAL);NBR 7362/5688";UN;;15,716;15,716;15,716;15,716;15,716;15,716;15,716
1101510;592;27396925;11518;"BUCHA RED PVC RIG PRED;ESG;50X40MM;NORM";"BUCHA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;TIPO CONEXAO:JUNTA ELASTICA;DIAMETRO/ROSCA:50X40MM;SERIE:NORMAL;CONSTRUCAO:LONGA;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;1,261;1,261;1,261;1,261;1,261;1,238;1,238
1101514;654;26357292;11784;"LUVA RED PVC RIG PRED;ESG;75X50MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA BOLSA;DIAMETRO/ROSCA:75X50MM;FLANGE:S/ FLANGE;DADOS EXTRAS:TIPO:EXCENTRICA;(SERIE NORMAL);NORMAS: NBR 7362/5688";UN;;4,634;4,634;4,634;4,634;4,634;4,437;4,437
1101516;593;27400000;11561;"CAP PVC RIG PRED;ESG;40MM";"CAP PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:40MM;DADOS EXTRAS:(SERIE NORMAL);NORMA:NBR 7362/5688";UN;;0,787;0,787;0,787;0,787;0,787;0,756;0,756
1101520;596;26061008;11560;"CAP PVC RIG PRED;ESG;100MM";"CAP PVC RIGIDO PREDIAL;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;DADOS EXTRAS:NORMAS:NBR 7362/5688;SERIE:NORMAL";UN;;4,741;4,741;4,741;4,741;4,741;4,544;4,544
1101522;1403;26750989;11578;"CAP PVC RIG PRED;ESG;75MM;REF";"CAP PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:BOLSA DUPLA ATUACAO;DIAMETRO/ROSCA:75MM;SERIE:REFORCADO;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;3,809;3,809;3,809;3,809;3,809;3,661;3,661
1101523;1404;26751004;11577;"CAP PVC RIG PRED;ESG;100MM;REF";"CAP PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:BOLSA DUPLA ATUACAO;DIAMETRO/ROSCA:100MM;SERIE:REFORCADO;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;7,601;7,601;7,601;7,601;7,601;7,601;7,601
1101524;1405;26751020;11356;"CAP PVC RIG PRED;ESG;150MM;REF";"CAP PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:BOLSA DUPLA ATUACAO;DIAMETRO/ROSCA:150MM;SERIE:REFORCADO;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;15,088;15,088;15,088;15,088;15,088;15,088;15,088
1101526;614;26211000;18890;"JOELHO PVC RIG PRED;45GR;ESG;100MM;NORM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;4,487;4,487;4,487;4,487;4,487;3,909;3,909
1101528;599;27410405;11586;"CURVA PVC RIG PRED;90GR;CT;ESG;40MM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:CURTO;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:40MM;DADOS EXTRAS:NORMA:NBR 7362/5688;SERIE:NORMAL";UN;;2,37;2,37;2,37;2,37;2,37;2,448;2,448
1101529;600;26110505;11587;"CURVA PVC RIG PRED;90GR;CT;ESG;50MM;NORM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:CURTO;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;SERIE:NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;5,682;5,682;5,682;5,682;5,682;5,458;5,458
1101530;601;26110750;11588;"CURVA PVC RIG PRED;90GR;CT;ESG;75MM;NORM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:CURTO;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:75MM;SERIE:NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;9,75;9,75;9,75;9,75;9,75;9,63;9,63
1101531;602;26111005;11585;"CURVA PVC RIG PRED;90GR;CT;ESG;100MM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:CURTO;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;13,305;13,305;13,305;13,305;13,305;12,769;12,769
1101534;609;26101000;12072;"CURVA PVC RIG PRED;45GR;LG;ESG;100MM";"CURVA PVC RIGIDO PREDIAL;ANGULO:45GR;RAIO:LONGO;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:NORMAL;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;27,313;27,313;27,313;27,313;27,313;27,313;27,313
1101540;633;27420400;90586;"CURVA PVC RIG PRED;90GR;LG;ESG;SOLD;40MM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:LONGO;P/:ESGOTO;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA :40MM;DADOS EXTRAS:NORMAS:NBR 7362/5688;SERIE:NORMAL";UN;;4,364;4,364;4,364;4,364;4,364;4,364;4,364
1101541;634;26120500;90593;"CURVA PVC RIG PRED;90GR;LG;ESG;50MM;NORM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:LONGO;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;SERIE:NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;10,198;10,198;10,198;10,198;10,198;5,551;5,551
1101543;636;26121000;90595;"CURVA PVC RIG PRED;90GR;LG;ESG;100MM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;RAIO:LONGO;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;33,637;33,637;33,637;33,637;33,637;33,637;33,637
1101545;611;27550401;11632;"JOELHO PVC RIG PRED;45GR;ESG;40MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:40MM;SERIE:SERIE NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;1,06;1,06;1,06;1,06;1,06;1,143;1,143
1101546;612;26210500;11633;"JOELHO PVC RIG PRED;45GR;ESG;50MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;SERIE:SERIE NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;1,894;1,894;1,894;1,894;1,894;1,814;1,814
1101547;613;26210755;11634;"JOELHO PVC RIG PRED;45GR;ESG;75MM;NORM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:75MM;SERIE:NORMAL;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;4,48;4,48;4,48;4,48;4,48;4,302;4,302
1101549;615;26211506;10051;"JOELHO PVC RIG PRED;45GR;ESG;150MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:150MM;SERIE:SERIE NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;25,952;25,952;25,952;25,952;25,952;25,952;25,952
1101554;616;27560407;11656;JOELHO ESG 90°X40MM (NORMAL);JOELHO PVC ESGOTO 90°X40MM (SERIE NORMAL) NBR 7362/5688;UN;;0,77;0,77;0,77;0,77;0,77;0,701;0,701
1101556;617;26240506;11657;"JOELHO PVC RIG PRED;90GR;ESG;50MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;SERIE:SERIE NORMAL;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;1,513;1,513;1,513;1,513;1,513;1,613;1,613
1101557;618;26240751;11658;"JOELHO PVC RIG PRED;90GR;ESG;75MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:NORMA:NBR 7362/5688;SERIE:NORMAL";UN;;3,045;3,045;3,045;3,045;3,045;2,955;2,955
1101558;619;26241006;11655;"JOELHO PVC RIG PRED;90GR;ESG;100MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:SERIE NORMAL;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;3,928;3,928;3,928;3,928;3,928;3,495;3,495
1101559;621;26241502;10049;"JOELHO PVC RIG PRED;90GR;ESG;150MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:150MM;SERIE:SERIE NORMAL;DADOS EXTRAS:NORMAS:NBR  7362/5688";UN;;26,934;26,934;26,934;26,934;26,934;24,777;24,777
1101562;622;26257468;11653;"JOELHO RED PVC RIG PRED;90GR;100X50MM";"JOELHO REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100X50MM;BUCHA LATAO:C/ BUCHA LATAO;DADOS EXTRAS:SERIE NORMAL;NORMAS:NBR 7362/5688";UN;;12,128;12,128;12,128;12,128;12,128;12,072;12,072
1101567;1416;26751500;11635;"JOELHO PVC RIG PRED;45GR;ESG;100MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/FLANGE;DIAMETRO/RO SCA:100MM;SERIE:SERIE REFORCADA;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;12,596;12,596;12,596;12,596;12,596;12,11;12,11
1101568;1417;26751527;11382;"JOELHO PVC RIG PRED;45GR;ESG;150MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:150MM;SERIE:SERIE REFORCADA;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;27,508;27,508;27,508;27,508;27,508;27,508;27,508
1101570;1420;26751578;12494;"JOELHO PVC RIG PRED;90GR;ESG;50MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;SERIE:SERIE REFORCADA;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;4,404;4,404;4,404;4,404;4,404;4,234;4,234
1101571;1421;26751586;11660;"JOELHO PVC RIG PRED;90GR;ESG;75MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:75MM;SERIE:SERIE REFORCADA;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;8,613;8,613;8,613;8,613;8,613;8,283;8,283
1101572;1422;26751608;11659;"JOELHO PVC RIG PRED;90GR;ESG;100MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:SERIE REFORCADA;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;15,285;15,285;15,285;15,285;15,285;15,285;15,285
1101573;1423;26751624;11388;"JOELHO PVC RIG PRED;90GR;ESG;150MM;REF";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:150MM;SERIE:REFORCADA;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;38,794;38,794;38,794;38,794;38,794;38,794;38,794
1101575;626;27710409;11702;"JUNCAO PVC RIG SAN;SIMP;ESG;40X40MM;45GR";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:40X40MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;2,15;2,15;2,15;2,15;2,15;2,219;2,219
1101576;627;26276942;11703;"JUNCAO PVC RIG SAN;SIMP;ESG;50X50MM;45GR";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:50X50MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;5,528;5,528;5,528;5,528;5,528;5,298;5,298
1101577;628;26277299;11704;"JUNCAO PVC RIG SAN;SIMP;ESG;75X75MM;45GR";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:75X75MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;14,05;14,05;14,05;14,05;14,05;13,471;13,471
1101578;629;26277485;11699;"JUNCAO PVC RIG SAN;SIMP;ESG;100X100MM";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:100X100MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;13,731;13,731;13,731;13,731;13,731;12,479;12,479
1101579;630;26277523;11397;"JUNCAO PVC RIG SAN;SIMP;ESG;150X150MM";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:150X150MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;60,921;60,921;60,921;60,921;60,921;57,466;57,466
1101581;708;26288231;11693;"JUNCAO PVC RIG PRED;DUPL;ESG;75X75MM";"JUNCAO PVC RIGIDO PREDIAL;CONSTRUCAO:DUPLA;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;BITOLA:75X75MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;19,701;19,701;19,701;19,701;19,701;19,701;19,701
1101582;638;26277264;11705;"JUNCAO PVC RIG SAN;SIMP;ESG;75X50MM;45GR";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:75X50MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;9,797;9,797;9,797;9,797;9,797;5,368;5,368
